loyalty_number,country,province,city,postal_code,postal_code_valid,gender,education,salary,salary_reported,marital_status,loyalty_card,clv,enrollment_type,enrollment_date,cancellation_date,is_active,enrollment_cohort,months_to_cancellation,has_multiple_activity
203698,Canada,Ontario,Toronto,M1R 4K3,TRUE,Female,High School or Below,42090.0,TRUE,Married,Aurora,8110.33,Standard,2013-03-01,,TRUE,2013-03,,FALSE
293343,Canada,Quebec,Montreal,H2T 2J6,TRUE,Male,Bachelor,58655.0,TRUE,Married,Aurora,8110.54,Standard,2018-10-01,,TRUE,2018-10,,FALSE
545421,Canada,British Columbia,West Vancouver,V6V 8Z3,TRUE,Male,Bachelor,58655.0,TRUE,Married,Aurora,8110.54,Standard,2012-07-01,,TRUE,2012-07,,FALSE
621006,Canada,Quebec,Montreal,H2T 9K8,TRUE,Male,Bachelor,54314.0,TRUE,Married,Aurora,8111.65,Standard,2015-12-01,,TRUE,2015-12,,FALSE
799630,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Male,Bachelor,95864.0,TRUE,Divorced,Aurora,8112.32,Standard,2017-09-01,,TRUE,2017-09,,FALSE
534905,Canada,Quebec,Montreal,H2Y 2W2,TRUE,Female,Bachelor,62421.0,TRUE,Married,Aurora,8113.96,Standard,2013-05-01,,TRUE,2013-05,,FALSE
244734,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Male,Bachelor,54294.0,TRUE,Married,Aurora,8114.41,Standard,2018-07-01,,TRUE,2018-07,,FALSE
275287,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Female,College,,FALSE,Divorced,Aurora,8129.51,Standard,2017-08-01,,TRUE,2017-08,,FALSE
205197,Canada,Ontario,Sudbury,M5V 1G5,TRUE,Male,Bachelor,76570.0,TRUE,Married,Aurora,8130.65,Standard,2014-03-01,,TRUE,2014-03,,FALSE
501877,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Female,Bachelor,90915.0,TRUE,Married,Nova,4408.07,Promotion,2018-03-01,,TRUE,2018-03,,FALSE
748682,Canada,Manitoba,Winnipeg,R6Y 4T5,TRUE,Female,College,,FALSE,Divorced,Aurora,8140.0,Standard,2016-03-01,,TRUE,2016-03,,FALSE
230101,Canada,Quebec,Hull,J8Y 3Z5,TRUE,Male,Bachelor,99796.0,TRUE,Married,Aurora,8146.27,Standard,2015-09-01,,TRUE,2015-09,,FALSE
916317,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Male,Bachelor,99796.0,TRUE,Married,Aurora,8146.27,Standard,2018-06-01,,TRUE,2018-06,,FALSE
586199,Canada,British Columbia,Victoria,V10 6T5,FALSE,Female,High School or Below,64810.0,TRUE,Married,Nova,4506.49,Promotion,2018-02-01,,TRUE,2018-02,,FALSE
146028,Canada,Quebec,Montreal,H4G 3T4,TRUE,Female,College,,FALSE,Single,Aurora,8152.24,Standard,2014-06-01,,TRUE,2014-06,,FALSE
330783,Canada,Ontario,Toronto,M2M 7K8,TRUE,Female,Bachelor,61608.0,TRUE,Divorced,Aurora,8159.14,Standard,2016-10-01,2018-06-01,FALSE,2016-10,20,FALSE
887069,Canada,Alberta,Peace River,T9O 2W2,FALSE,Female,Bachelor,61608.0,TRUE,Divorced,Aurora,8159.14,Standard,2014-04-01,2014-12-01,FALSE,2014-04,8,FALSE
226804,Canada,Quebec,Montreal,H2T 9K8,TRUE,Female,Doctor,236612.0,TRUE,Divorced,Aurora,8160.59,Standard,2018-10-01,,TRUE,2018-10,,FALSE
575574,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Female,Doctor,236612.0,TRUE,Divorced,Aurora,8160.59,Standard,2013-08-01,,TRUE,2013-08,,FALSE
259532,Canada,Ontario,Toronto,M2P 4F6,FALSE,Female,College,,FALSE,Married,Aurora,8160.69,Standard,2013-08-01,,TRUE,2013-08,,FALSE
506149,Canada,British Columbia,Dawson Creek,U5I 4F1,FALSE,Female,College,,FALSE,Married,Aurora,8160.69,Standard,2018-11-01,,TRUE,2018-11,,FALSE
184755,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Male,Master,128352.0,TRUE,Single,Nova,4650.06,Promotion,2018-02-01,,TRUE,2018-02,,FALSE
222050,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Female,Master,122233.0,TRUE,Single,Nova,4650.06,Promotion,2018-04-01,,TRUE,2018-04,,FALSE
625183,Canada,Yukon,Whitehorse,Y2K 6R0,TRUE,Male,Bachelor,56030.0,TRUE,Married,Aurora,8161.94,Standard,2015-03-01,,TRUE,2015-03,,FALSE
901819,Canada,Alberta,Banff,T4V 1D4,FALSE,Female,Bachelor,80305.0,TRUE,Married,Aurora,8162.62,Standard,2013-09-01,,TRUE,2013-09,,FALSE
752826,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Female,College,,FALSE,Single,Aurora,8166.88,Standard,2013-09-01,,TRUE,2013-09,,FALSE
443595,Canada,British Columbia,West Vancouver,V6V 8Z3,TRUE,Male,Bachelor,55907.0,TRUE,Divorced,Aurora,8169.75,Standard,2017-03-01,,TRUE,2017-03,,FALSE
116164,Canada,British Columbia,Vancouver,V6E 3D9,FALSE,Female,Bachelor,101599.0,TRUE,Married,Aurora,8170.62,Standard,2017-11-01,,TRUE,2017-11,,FALSE
612703,Canada,Quebec,Montreal,H2Y 2W2,TRUE,Male,College,,FALSE,Single,Aurora,8175.32,Standard,2016-01-01,,TRUE,2016-01,,FALSE
444300,Canada,British Columbia,Dawson Creek,U5I 4F1,FALSE,Female,Bachelor,81034.0,TRUE,Married,Aurora,8176.58,Standard,2017-08-01,,TRUE,2017-08,,FALSE
173343,Canada,British Columbia,Vancouver,V6E 3D9,FALSE,Female,Bachelor,57631.0,TRUE,Married,Nova,4764.86,Promotion,2018-02-01,,TRUE,2018-02,,FALSE
651959,Canada,Manitoba,Winnipeg,R2C 0M5,TRUE,Female,Bachelor,71930.0,TRUE,Married,Aurora,8177.05,Standard,2013-07-01,,TRUE,2013-07,,FALSE
763702,Canada,Quebec,Montreal,H2Y 2W2,TRUE,Male,Bachelor,71930.0,TRUE,Married,Aurora,8177.05,Standard,2015-11-01,,TRUE,2015-11,,FALSE
876326,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Female,College,,FALSE,Single,Aurora,8178.52,Standard,2014-03-01,,TRUE,2014-03,,FALSE
684889,Canada,British Columbia,Victoria,V10 6T5,FALSE,Female,Bachelor,82481.0,TRUE,Divorced,Aurora,8184.59,Standard,2016-04-01,,TRUE,2016-04,,TRUE
726980,Canada,Quebec,Montreal,H2T 2J6,TRUE,Female,Bachelor,82481.0,TRUE,Divorced,Aurora,8184.59,Standard,2018-06-01,,TRUE,2018-06,,FALSE
652499,Canada,Ontario,Toronto,P1L 8X8,TRUE,Male,Bachelor,92408.0,TRUE,Married,Aurora,8184.69,Standard,2018-07-01,,TRUE,2018-07,,FALSE
863432,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Male,Bachelor,92408.0,TRUE,Married,Aurora,8184.69,Standard,2015-01-01,,TRUE,2015-01,,FALSE
661451,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Female,Bachelor,65068.0,TRUE,Married,Aurora,8188.92,Standard,2013-11-01,,TRUE,2013-11,,FALSE
384548,Canada,British Columbia,West Vancouver,V6V 8Z3,TRUE,Male,Bachelor,84732.0,TRUE,Married,Aurora,8189.97,Standard,2018-06-01,,TRUE,2018-06,,FALSE
928238,Canada,Quebec,Montreal,H2T 2J6,TRUE,Male,Bachelor,84732.0,TRUE,Married,Aurora,8189.97,Standard,2012-09-01,,TRUE,2012-09,,FALSE
943756,Canada,Quebec,Montreal,H2Y 4R4,TRUE,Female,Bachelor,72036.0,TRUE,Single,Aurora,8193.09,Standard,2013-03-01,,TRUE,2013-03,,FALSE
680444,Canada,Ontario,Ottawa,K1G 4Z0,TRUE,Female,Bachelor,97193.0,TRUE,Single,Aurora,8193.16,Standard,2012-11-01,,TRUE,2012-11,,FALSE
232755,Canada,British Columbia,Vancouver,V1E 4R6,TRUE,Female,Bachelor,46683.0,TRUE,Single,Nova,4787.81,Promotion,2018-03-01,,TRUE,2018-03,,FALSE
285767,Canada,Ontario,Toronto,M1R 4K3,TRUE,Female,College,,FALSE,Married,Aurora,8197.2,Standard,2016-11-01,2017-07-01,FALSE,2016-11,8,FALSE
405602,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Male,High School or Below,81337.0,TRUE,Married,Nova,4831.42,Promotion,2018-03-01,,TRUE,2018-03,,FALSE
298063,Canada,Alberta,Edmonton,T3G 6Y6,TRUE,Female,College,,FALSE,Married,Aurora,8204.86,Standard,2014-03-01,,TRUE,2014-03,,FALSE
756646,Canada,Alberta,Edmonton,T3G 6Y6,TRUE,Male,Bachelor,94720.0,TRUE,Married,Aurora,8205.39,Standard,2015-11-01,,TRUE,2015-11,,FALSE
996745,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Male,Bachelor,61484.0,TRUE,Married,Aurora,8207.7,Standard,2013-01-01,,TRUE,2013-01,,FALSE
670230,Canada,Ontario,Toronto,P2T 6G3,TRUE,Female,College,,FALSE,Single,Aurora,8207.86,Standard,2013-06-01,2014-02-01,FALSE,2013-06,8,FALSE
995662,Canada,Quebec,Montreal,H2T 2J6,TRUE,Female,Bachelor,61649.0,TRUE,Married,Aurora,8208.93,Standard,2015-07-01,,TRUE,2015-07,,FALSE
272568,Canada,Ontario,London,M5B 3E4,TRUE,Male,Bachelor,80229.0,TRUE,Married,Aurora,8209.92,Standard,2013-10-01,,TRUE,2013-10,,FALSE
276255,Canada,Ontario,Toronto,P1L 8X8,TRUE,Female,Bachelor,85504.0,TRUE,Married,Aurora,8214.6,Standard,2017-02-01,,TRUE,2017-02,,FALSE
390203,Canada,British Columbia,Vancouver,V6E 3D9,FALSE,Male,College,,FALSE,Married,Aurora,8215.39,Standard,2012-11-01,,TRUE,2012-11,,FALSE
439572,Canada,British Columbia,Vancouver,V6E 3D9,FALSE,Male,Bachelor,50905.0,TRUE,Married,Nova,5158.58,Promotion,2018-03-01,,TRUE,2018-03,,FALSE
549415,Canada,Quebec,Quebec City,G1B 3L5,TRUE,Female,College,,FALSE,Single,Aurora,8216.39,Standard,2013-03-01,,TRUE,2013-03,,FALSE
716690,Canada,Nova Scotia,Halifax,B3C 2M8,TRUE,Male,College,,FALSE,Single,Aurora,8216.39,Standard,2013-06-01,,TRUE,2013-06,,FALSE
406564,Canada,British Columbia,West Vancouver,V6V 8Z3,TRUE,Male,Bachelor,93970.0,TRUE,Married,Aurora,8217.43,Standard,2015-11-01,,TRUE,2015-11,,FALSE
581999,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Male,Bachelor,52721.0,TRUE,Married,Aurora,8219.36,Standard,2015-04-01,,TRUE,2015-04,,FALSE
328198,Canada,Quebec,Quebec City,G1B 3L5,TRUE,Female,Bachelor,101498.0,TRUE,Married,Aurora,8223.16,Standard,2013-10-01,,TRUE,2013-10,,FALSE
642784,Canada,Saskatchewan,Regina,S6J 3G0,TRUE,Male,Bachelor,92374.0,TRUE,Single,Aurora,8224.77,Standard,2013-02-01,2014-07-01,FALSE,2013-02,17,FALSE
436874,Canada,Ontario,Toronto,P1J 8T7,TRUE,Male,College,,FALSE,Divorced,Aurora,8231.22,Standard,2013-10-01,,TRUE,2013-10,,FALSE
169131,Canada,Alberta,Edmonton,T3G 6Y6,TRUE,Male,College,,FALSE,Married,Aurora,8236.92,Standard,2018-07-01,,TRUE,2018-07,,FALSE
381472,Canada,Quebec,Montreal,H4G 3T4,TRUE,Male,Bachelor,67664.0,TRUE,Married,Aurora,8237.25,Standard,2015-09-01,,TRUE,2015-09,,FALSE
149912,Canada,Quebec,Montreal,H2Y 4R4,TRUE,Female,Bachelor,81857.0,TRUE,Married,Aurora,8238.46,Standard,2018-01-01,,TRUE,2018-01,,FALSE
564841,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Male,Bachelor,67769.0,TRUE,Married,Aurora,8247.95,Standard,2016-02-01,,TRUE,2016-02,,FALSE
136464,Canada,Ontario,Toronto,P2T 6G3,TRUE,Female,Bachelor,77550.0,TRUE,Married,Aurora,8253.27,Standard,2012-11-01,,TRUE,2012-11,,FALSE
416783,Canada,Nova Scotia,Halifax,B3J 9S2,TRUE,Female,College,,FALSE,Divorced,Aurora,8254.7,Standard,2014-03-01,,TRUE,2014-03,,FALSE
452464,Canada,Saskatchewan,Regina,S6J 3G0,TRUE,Female,College,,FALSE,Divorced,Aurora,8254.7,Standard,2017-08-01,,TRUE,2017-08,,FALSE
590621,Canada,Alberta,Edmonton,T9G 1W3,TRUE,Female,College,,FALSE,Single,Aurora,8255.06,Standard,2018-11-01,,TRUE,2018-11,,FALSE
909238,Canada,British Columbia,Vancouver,V6E 3D9,FALSE,Female,Bachelor,57762.0,TRUE,Married,Nova,5170.45,Promotion,2018-02-01,,TRUE,2018-02,,FALSE
389741,Canada,Ontario,Sudbury,M5V 1G5,TRUE,Female,Bachelor,77935.0,TRUE,Married,Aurora,8256.3,Standard,2017-08-01,,TRUE,2017-08,,FALSE
522866,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Female,Bachelor,77935.0,TRUE,Married,Aurora,8256.3,Standard,2017-01-01,,TRUE,2017-01,,FALSE
103970,Canada,British Columbia,Dawson Creek,U5I 4F1,FALSE,Female,Doctor,221857.0,TRUE,Married,Aurora,8257.67,Standard,2015-10-01,,TRUE,2015-10,,FALSE
115322,Canada,Ontario,Toronto,P1W 1K4,TRUE,Female,Doctor,221857.0,TRUE,Married,Aurora,8257.67,Standard,2013-11-01,,TRUE,2013-11,,FALSE
578788,Canada,Quebec,Hull,J8Y 3Z5,TRUE,Male,Doctor,221857.0,TRUE,Married,Aurora,8257.67,Standard,2016-12-01,2017-08-01,FALSE,2016-12,8,FALSE
725129,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Male,Doctor,221857.0,TRUE,Married,Aurora,8257.67,Standard,2014-08-01,,TRUE,2014-08,,FALSE
849549,Canada,Ontario,Toronto,M2M 6J7,TRUE,Male,Bachelor,56289.0,TRUE,Married,Aurora,8260.64,Standard,2015-10-01,,TRUE,2015-10,,FALSE
680878,Canada,Ontario,Sudbury,M5V 1G5,TRUE,Female,College,,FALSE,Single,Aurora,8262.63,Standard,2018-08-01,,TRUE,2018-08,,FALSE
303246,Canada,Ontario,Toronto,P2T 6G3,TRUE,Female,College,,FALSE,Married,Aurora,8262.88,Standard,2015-07-01,,TRUE,2015-07,,FALSE
523979,Canada,Ontario,Toronto,P2T 6G3,TRUE,Male,Bachelor,58894.0,TRUE,Married,Aurora,8267.12,Standard,2018-08-01,,TRUE,2018-08,,FALSE
898514,Canada,Alberta,Peace River,T9O 2W2,FALSE,Female,High School or Below,60681.0,TRUE,Married,Aurora,8269.08,Standard,2018-01-01,,TRUE,2018-01,,FALSE
487228,Canada,Ontario,Kingston,M9K 2P4,TRUE,Male,College,,FALSE,Divorced,Aurora,8273.11,Standard,2018-01-01,,TRUE,2018-01,,FALSE
857619,Canada,Manitoba,Winnipeg,R3R 3T4,TRUE,Female,Bachelor,82406.0,TRUE,Single,Aurora,8274.15,Standard,2016-08-01,,TRUE,2016-08,,FALSE
393130,Canada,Ontario,Toronto,M2M 7K8,TRUE,Male,Bachelor,65023.0,TRUE,Married,Aurora,8277.75,Standard,2018-10-01,,TRUE,2018-10,,FALSE
238434,Canada,British Columbia,West Vancouver,V6V 8Z3,TRUE,Male,Bachelor,90177.0,TRUE,Divorced,Aurora,8292.63,Standard,2014-08-01,,TRUE,2014-08,,FALSE
276100,Canada,Quebec,Montreal,H2T 9K8,TRUE,Male,Bachelor,90177.0,TRUE,Divorced,Aurora,8292.63,Standard,2014-10-01,,TRUE,2014-10,,FALSE
733181,Canada,Ontario,Toronto,M2M 7K8,TRUE,Female,Bachelor,83318.0,TRUE,Divorced,Aurora,8293.48,Standard,2016-06-01,,TRUE,2016-06,,FALSE
276967,Canada,Ontario,Toronto,P2T 6G3,TRUE,Female,Bachelor,97643.0,TRUE,Single,Aurora,8306.55,Standard,2017-02-01,2017-10-01,FALSE,2017-02,8,FALSE
971318,Canada,British Columbia,Vancouver,V6E 3D9,FALSE,Female,Bachelor,97643.0,TRUE,Single,Aurora,8306.55,Standard,2012-12-01,,TRUE,2012-12,,FALSE
350271,Canada,Alberta,Peace River,T9O 2W2,FALSE,Male,College,,FALSE,Married,Aurora,8311.14,Standard,2017-11-01,,TRUE,2017-11,,FALSE
838993,Canada,Manitoba,Winnipeg,R2C 0M5,TRUE,Male,Bachelor,64720.0,TRUE,Single,Aurora,8311.85,Standard,2017-10-01,2018-06-01,FALSE,2017-10,8,FALSE
232450,Canada,Alberta,Edmonton,T3G 6Y6,TRUE,Female,Master,106669.0,TRUE,Divorced,Aurora,8312.68,Standard,2013-04-01,,TRUE,2013-04,,FALSE
874780,Canada,Ontario,Toronto,M2M 7K8,TRUE,Male,Master,106669.0,TRUE,Divorced,Aurora,8312.68,Standard,2015-03-01,,TRUE,2015-03,,TRUE
704559,Canada,British Columbia,West Vancouver,V6V 8Z3,TRUE,Female,Bachelor,79007.0,TRUE,Married,Aurora,8317.3,Standard,2012-04-01,,TRUE,2012-04,,FALSE
885474,Canada,Ontario,Toronto,M8Y 4K8,TRUE,Female,Bachelor,68299.0,TRUE,Married,Aurora,8319.12,Standard,2014-12-01,,TRUE,2014-12,,FALSE
804890,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Male,Bachelor,76812.0,TRUE,Divorced,Aurora,8319.53,Standard,2018-10-01,,TRUE,2018-10,,FALSE
752140,Canada,Alberta,Peace River,T9O 2W2,FALSE,Male,Bachelor,103066.0,TRUE,Divorced,Aurora,8323.07,Standard,2013-09-01,,TRUE,2013-09,,FALSE
514652,Canada,British Columbia,Dawson Creek,U5I 4F1,FALSE,Male,Bachelor,70418.0,TRUE,Married,Nova,5206.12,Promotion,2018-04-01,,TRUE,2018-04,,FALSE
522572,Canada,Quebec,Hull,J8Y 3Z5,TRUE,Female,College,,FALSE,Single,Aurora,8331.65,Standard,2013-07-01,,TRUE,2013-07,,FALSE
963502,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Female,College,,FALSE,Single,Aurora,8331.65,Standard,2016-10-01,,TRUE,2016-10,,FALSE
429238,Canada,Alberta,Edmonton,T9G 1W3,TRUE,Male,College,,FALSE,Married,Aurora,8332.73,Standard,2014-05-01,,TRUE,2014-05,,FALSE
647133,Canada,Quebec,Tremblant,H5Y 2S9,TRUE,Female,College,,FALSE,Single,Aurora,8336.08,Standard,2017-04-01,,TRUE,2017-04,,FALSE
165759,Canada,Quebec,Hull,J8Y 3Z5,TRUE,Male,Bachelor,54111.0,TRUE,Divorced,Aurora,8341.93,Standard,2016-06-01,,TRUE,2016-06,,FALSE
393309,Canada,Ontario,Kingston,M9K 2P4,TRUE,Female,Bachelor,78266.0,TRUE,Single,Aurora,8343.41,Standard,2014-11-01,,TRUE,2014-11,,FALSE
969800,Canada,Yukon,Whitehorse,Y2K 6R0,TRUE,Female,Bachelor,78266.0,TRUE,Single,Aurora,8343.41,Standard,2018-12-01,,TRUE,2018-12,,FALSE
311907,Canada,Nova Scotia,Halifax,B3J 9S2,TRUE,Female,Bachelor,78832.0,TRUE,Single,Aurora,8343.75,Standard,2014-04-01,,TRUE,2014-04,,FALSE
437074,Canada,Saskatchewan,Regina,S6J 3G0,TRUE,Female,Bachelor,78832.0,TRUE,Single,Aurora,8343.75,Standard,2012-10-01,,TRUE,2012-10,,FALSE
200065,Canada,Ontario,Toronto,M1R 4K3,TRUE,Male,Bachelor,67220.0,TRUE,Single,Aurora,8346.98,Standard,2014-09-01,,TRUE,2014-09,,FALSE
910391,Canada,Alberta,Calgary,T3E 2V9,TRUE,Female,Bachelor,67220.0,TRUE,Single,Aurora,8346.98,Standard,2013-01-01,,TRUE,2013-01,,FALSE
548565,Canada,Quebec,Quebec City,G1B 3L5,TRUE,Male,Bachelor,65149.0,TRUE,Divorced,Aurora,8349.52,Standard,2015-11-01,,TRUE,2015-11,,FALSE
795283,Canada,Nova Scotia,Halifax,B3C 2M8,TRUE,Female,Bachelor,65149.0,TRUE,Divorced,Aurora,8349.52,Standard,2017-04-01,,TRUE,2017-04,,FALSE
137968,Canada,Ontario,Toronto,P1J 8T7,TRUE,Male,Bachelor,79106.0,TRUE,Married,Aurora,8355.77,Standard,2018-01-01,,TRUE,2018-01,,FALSE
836550,Canada,Newfoundland,St. John's,A1C 6H9,TRUE,Female,Bachelor,49224.0,TRUE,Married,Aurora,8355.96,Standard,2017-06-01,,TRUE,2017-06,,FALSE
840515,Canada,Quebec,Quebec City,G1B 3L5,TRUE,Female,Bachelor,49224.0,TRUE,Married,Aurora,8355.96,Standard,2012-09-01,,TRUE,2012-09,,FALSE
649802,Canada,British Columbia,Whistler,V6T 1Y8,TRUE,Female,College,,FALSE,Married,Aurora,8356.18,Standard,2016-12-01,,TRUE,2016-12,,FALSE
110073,Canada,Ontario,Trenton,K8V 4B2,TRUE,Male,Bachelor,84678.0,TRUE,Married,Aurora,8364.56,Standard,2015-02-01,2015-03-01,FALSE,2015-02,1,FALSE
435156,Canada,British Columbia,Victoria,V10 6T5,FALSE,Female,Doctor,262729.0,TRUE,Divorced,Aurora,8365.96,Standard,2013-06-01,,TRUE,2013-06,,FALSE
663270,Canada,Ontario,Trenton,K8V 4B2,TRUE,Male,Bachelor,56354.0,TRUE,Married,Aurora,8370.57,Standard,2013-06-01,,TRUE,2013-06,,FALSE
436318,Canada,Ontario,Toronto,M1R 4K3,TRUE,Female,High School or Below,55478.0,TRUE,Married,Aurora,8375.35,Standard,2015-11-01,2016-07-01,FALSE,2015-11,8,FALSE
314705,Canada,British Columbia,Vancouver,V1E 4R6,TRUE,Male,Bachelor,50723.0,TRUE,Married,Nova,5319.84,Promotion,2018-04-01,,TRUE,2018-04,,FALSE
355126,Canada,British Columbia,Victoria,V10 6T5,FALSE,Male,Bachelor,61904.0,TRUE,Married,Aurora,8378.36,Standard,2016-03-01,,TRUE,2016-03,,FALSE
258184,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Male,Bachelor,50930.0,TRUE,Married,Aurora,8382.48,Standard,2014-06-01,,TRUE,2014-06,,FALSE
279693,Canada,British Columbia,Dawson Creek,U5I 4F1,FALSE,Female,Bachelor,50930.0,TRUE,Married,Aurora,8382.48,Standard,2014-11-01,,TRUE,2014-11,,FALSE
928942,Canada,British Columbia,Vancouver,V6E 3D9,FALSE,Female,Bachelor,48201.0,TRUE,Married,Nova,5326.5,Promotion,2018-04-01,,TRUE,2018-04,,FALSE
390980,Canada,Quebec,Montreal,H2Y 4R4,TRUE,Female,Bachelor,50930.0,TRUE,Married,Aurora,8382.48,Standard,2014-09-01,2018-03-01,FALSE,2014-09,42,FALSE
493337,Canada,New Brunswick,Fredericton,E3B 2H2,TRUE,Female,Bachelor,50930.0,TRUE,Married,Aurora,8382.48,Standard,2015-04-01,2015-12-01,FALSE,2015-04,8,FALSE
669065,Canada,British Columbia,Dawson Creek,U5I 4F1,FALSE,Female,Master,101038.0,TRUE,Married,Aurora,8382.63,Standard,2014-01-01,,TRUE,2014-01,,FALSE
267566,Canada,British Columbia,Vancouver,V1E 4R6,TRUE,Female,College,,FALSE,Single,Aurora,8385.25,Standard,2013-05-01,,TRUE,2013-05,,FALSE
711319,Canada,Quebec,Quebec City,G1B 3L5,TRUE,Male,Bachelor,95659.0,TRUE,Married,Aurora,8388.72,Standard,2012-10-01,,TRUE,2012-10,,FALSE
683239,Canada,Yukon,Whitehorse,Y2K 6R0,TRUE,Male,College,,FALSE,Single,Aurora,8390.12,Standard,2017-07-01,2018-03-01,FALSE,2017-07,8,FALSE
387834,Canada,British Columbia,Vancouver,V6E 3D9,FALSE,Male,Bachelor,77999.0,TRUE,Divorced,Aurora,8395.27,Standard,2018-07-01,,TRUE,2018-07,,FALSE
101709,Canada,New Brunswick,Fredericton,E3B 2H2,TRUE,Female,Bachelor,66733.0,TRUE,Single,Aurora,8396.61,Standard,2015-09-01,2018-08-01,FALSE,2015-09,35,FALSE
200321,Canada,Quebec,Tremblant,H5Y 2S9,TRUE,Female,Bachelor,66733.0,TRUE,Single,Aurora,8396.61,Standard,2014-04-01,,TRUE,2014-04,,FALSE
620480,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Female,College,,FALSE,Single,Aurora,8401.79,Standard,2016-10-01,,TRUE,2016-10,,FALSE
926277,Canada,Ontario,Toronto,P1J 8T7,TRUE,Female,Bachelor,67261.0,TRUE,Divorced,Aurora,8404.4,Standard,2013-08-01,,TRUE,2013-08,,FALSE
216517,Canada,Ontario,Toronto,M8Y 4K8,TRUE,Male,Bachelor,94365.0,TRUE,Married,Aurora,8405.75,Standard,2013-07-01,,TRUE,2013-07,,FALSE
345238,Canada,Quebec,Montreal,H2Y 2W2,TRUE,Female,Bachelor,92496.0,TRUE,Married,Aurora,8408.32,Standard,2016-11-01,,TRUE,2016-11,,FALSE
434965,Canada,Manitoba,Winnipeg,R2C 0M5,TRUE,Female,Bachelor,75686.0,TRUE,Married,Aurora,8414.08,Standard,2018-12-01,,TRUE,2018-12,,FALSE
515981,Canada,Ontario,Toronto,M8Y 4K8,TRUE,Female,College,,FALSE,Single,Aurora,8415.64,Standard,2012-09-01,,TRUE,2012-09,,FALSE
270337,Canada,Quebec,Hull,J8Y 3Z5,TRUE,Male,Bachelor,49677.0,TRUE,Divorced,Aurora,8417.0,Standard,2016-10-01,,TRUE,2016-10,,FALSE
117169,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Female,Bachelor,55144.0,TRUE,Married,Aurora,8417.1,Standard,2013-11-01,,TRUE,2013-11,,FALSE
652194,Canada,British Columbia,Victoria,V10 6T5,FALSE,Female,Bachelor,46699.0,TRUE,Single,Aurora,8417.16,Standard,2014-10-01,,TRUE,2014-10,,FALSE
193917,Canada,Ontario,Thunder Bay,K8T 5M5,TRUE,Male,College,,FALSE,Married,Aurora,8418.57,Standard,2014-03-01,,TRUE,2014-03,,FALSE
813868,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Male,Bachelor,101525.0,TRUE,Married,Aurora,8421.52,Standard,2018-06-01,,TRUE,2018-06,,FALSE
152936,Canada,Quebec,Tremblant,H5Y 2S9,TRUE,Female,Bachelor,65935.0,TRUE,Divorced,Aurora,8427.17,Standard,2012-07-01,,TRUE,2012-07,,FALSE
364137,Canada,New Brunswick,Fredericton,E3B 2H2,TRUE,Male,Bachelor,65935.0,TRUE,Divorced,Aurora,8427.17,Standard,2012-10-01,,TRUE,2012-10,,FALSE
454668,Canada,British Columbia,Vancouver,V6E 3Z3,TRUE,Female,Bachelor,65935.0,TRUE,Divorced,Aurora,8427.17,Standard,2014-03-01,,TRUE,2014-03,,FALSE
493088,Canada,Ontario,Toronto,P1J 8T7,TRUE,Male,Bachelor,65935.0,TRUE,Divorced,Aurora,8427.17,Standard,2014-07-01,,TRUE,2014-07,,FALSE
601068,Canada,Ontario,Toronto,P1L 8X8,TRUE,Male,College,,FALSE,Married,Aurora,8430.06,Standard,2015-10-01,2016-12-01,FALSE,2015-10,14,FALSE
508402,Canada,Ontario,Toronto,M2M 7K8,TRUE,Male,Bachelor,64262.0,TRUE,Married,Aurora,8434.46,Standard,2017-07-01,,TRUE,2017-07,,FALSE
843233,Canada,Ontario,Ottawa,K1F 2R2,FALSE,Female,Bachelor,69080.0,TRUE,Married,Aurora,8441.67,Standard,2013-02-01,,TRUE,2013-02,,FALSE
106444,Canada,British Columbia,Vancouver,V5R 1W3,TRUE,Male,College,,FALSE,Divorced,Aurora,8447.8,Standard,2017-12-01,,TRUE,2017-12,,FALSE
